TweetID,From User,Tweet
274203413418496000,94avJC,"Et qui c'est qui vient de se prendre un sachet en pleine gueule a cause du vent... C'est moi ! #swag"
274203403020800000,pivot_lives,"#swag #fashion #good #hot #sexy #cute #adorable #red #attractive #obey #bigears #septum #clothes #gay #pride http://t.co/aztpfPnh"
274203399568908288,Precise_Chi,"No we are not part if the cast of The Cosby Show...they just stole our #Swag...lol #TBT #ISU http://t.co/73t2snOk"
274203399204003840,LorenzoFaucon,"Morgen met de klas wokken #swag #swag #klassenuitje"
274203397442396160,IncicikKara,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 54281"
274203394346979328,federicabif,"#seiallinguistico e ti fai delle gite spaventose all'estero facendo invidiare tutti gli altri indirizzi. #swag"
274203375514570752,CSmith402,"So cute.. Little 6th grade girls said I had #swag lololol 😂🙌"
274203373690028032,CockyBogdan,"Fuck writing university essays...I'm starting my own college with strippers and blackjack #Swag"
274203332392914944,shaunspringer,"My massage therapist told me that I need to start doing sessions with my boxers off. #swag"
274203323798806530,StevenTilley_,"@_wankwh0re not speaking to you anymore after saying #yolo #swag in a text! ;)"
274203297236271104,bethanevans14,"RT @AliciaMorgaan: @hannah_cosbie @mallerdan @cainstokes @bethanevans14 #friends #winning #believe #lol #swag #yay #hashtag #hashtagging #cainsagirl"
274203291204853760,zvince06,"RT @S_willis19: My music group just won extra credit #teamleader #woop #swag @zvince06"
274203281239203840,LivvinITNick,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274203275170029569,smashmckason,"Rubbish song tho RT@SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"""
274203257918849024,ZaynsPyjamas,"All you gotta do is #swag"
274203238180462592,GeorgeSotos,"Hercules impregnated 50 women in one night #swag"
274203237102534656,kaya_kaya00,"Наконец-то я нашла тебя в Инстаграме! @nn_shevchenko #swag #like #super http://t.co/6oXERTP2"
274203228936228866,TroubleForFares,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274203220195295232,tal111,"הסתפרתי.. #new #haircut #shorter #hair #swag #YOLO #wow #nice #beautiful #photo #tags4likes #swagboy #amazin http://t.co/oiXEsOBx"
274203220094636032,TheZuhur,"Why do people ask lrn to let them win in Interforms maybe if you had a little more faith in your class you'd win #YOLO  #swag"
274203213375361024,IsabellaLarka,"Look pon mi bling👌jeans for sale!! #lagunabeach #jeans #brand #newera #bikbok #outfit #swag  @ Zumba Mansion http://t.co/4biGN0HP"
274203208388329472,HexYiiesi,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274203206425382912,S_willis19,"My music group just won extra credit #teamleader #woop #swag @zvince06"
274203180995317760,rochjones,"RT @SwagSaturday: THIS SATURDAY OPENING NIGHT @ Academy Nightclub, Northampton #Swag presents @CharlieSloth on the decks #goingtobemental #swagsaturday"
274203176440303618,remadelle,"RT @Cody_Shell7: @remadelle most classy people here! #swag"
274203174930366465,mgn_rbschi,"downing vitamin c pills like it's my jab #swag"
274203170266312704,SW4G0NY0U6,"Quanto #SWAG mds http://t.co/vLYNjaZg <33"
274203169515515904,atheu12,"@battle_ellie new hair.  Too street #rudegal #90s #swag http://t.co/0o1HgcMy"
274203157595303937,SnapBackBiebers,"I just voted for Beliebers #musicfans #PeoplesChoice. Retweet to vote http://t.co/T2j8cRW1 via @peopleschoice @justinbieber #SWAG"
274203155900801024,RoseGlisson,"The popular kid likes my shoes. #Swag"
274203131166994433,DianaGedo,"#swag #girls #friend #school   #class #cool http://t.co/WV6hbWW1"
274203127840899074,einstagram,"RT @ceezyy: #friend #love #swag #friendship #instafriend #instagram #instapics #instagood #cold #fun #friend #love 😜💛✌👌👊 http://t.co/WYiEteIY"
274203124200271872,_N_OAH,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 72875"
274203096517836801,richardyurcak,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274203079983915008,Carterboi24,"@TerrellClement not quite homie....ya boi on campus 2 #SwAG"
274203079862284288,SnapBackBiebers,"I just voted for Boyfriend #musicvideo #PeoplesChoice. Retweet to vote http://t.co/T2j8cRW1 via @peopleschoice @justinbieber #SWAG"
274203079161810944,YoBieberlicious,"It was snowing. #snow #outside #dark #germany #running #swag #swaggy #run http://t.co/ZSpoRS1W #gifboom"
274203073491132416,IkbenMarf,"RT @BeerSpook: @IkbenMarf ILLUMINATI!!!!11SHIFT+1!!! ERMAGERD #SWAG #NOGZONKANKERHASHTAG"
274203034979028992,JTftRickRoss,"@Melv__ #CurryClub #DEEEEEEcent #Swag"
274203031812317186,CodyKiddo,"@danieltosh is pronouced ""Da anal toosh"" #SWAG"
274203024782659584,canadianbabyy,"I wear crocs. 😜 #judgeme #hatersgonhate #swag"
274203017329385473,SnapBackBiebers,"I just voted for Believe #album #PeoplesChoice. Retweet to vote http://t.co/T2j8cRW1 via @peopleschoice @justinbieber #SWAG"
274203006654881792,rauweboy,"@claudiawiersma nou zeg sorry :( het viel mij op dat steeds meer meisjes het deden, maar jij gaf de voorzet en ik kopte hem erin #swag"
274203006038323200,travisemminger,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274203004096360448,Duda_Custodio7,"RT @EllaDLaGarza: #SWAG. yo. http://t.co/2QT43RrA"
274202996399808512,adamsjby,"swagJuz10 Biebah is mah nigga #swag"
274202971972173824,LOUDconceptsTDB,"#celtics #nets #nba #brooklyn #joejohnson #bendova #touchyatoes #ankles #oldman #retire #swag #swish damn Jo http://t.co/A8pusttj"
274202960999899136,ninapee,"Spending Christmas break applying to jobs in buenos aires. #swag"
274202943077638144,SnapBackBiebers,"I just voted for Justin Bieber #popartist #PeoplesChoice. Retweet to vote http://t.co/T2j8cRW1 via @peopleschoice @justinbieber #SWAG"
274202917148446722,Brady_Lamont,"Today's work flow! #fresh #work #Brooksbrothers #swag #working http://t.co/6lLyy2tC"
274202879366148097,kylesudges,"RT @DJPREPAID: Licking the peanut butter off a knife is the closest I get to living wild and free. #Swag"
274202877852000256,SnapBackBiebers,"I just voted for Justin Bieber #maleartist #PeoplesChoice. Retweet to vote http://t.co/T2j8cRW1 via @peopleschoice @justinbieber #SWAG"
274202870457442304,dieselb78,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202844545040385,BrettLinz23,"Im gonna wear my pants like Curtis everyday... #swag"
274202828367618048,AndelaMusic,"RT @justinbieber: surprised fans on #tinychat last night with @officialjaden #SWAG #WEST"
274202823669993472,callmeh0pless,"RT @0liver94: ;@officialtulisa aren't you that porn star with the pink tracksuit and randomly flops her tit out? #swag"
274202820742348800,Im_TheFireball,"RT @ceezyy: #friend #love #swag #friendship #instafriend #instagram #instapics #instagood #cold #fun #friend #love 😜💛✌👌👊 http://t.co/WYiEteIY"
274202817206562816,dnf_,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202812425064449,INYRMOUTH87,"LIKE ALL THOSE CHEETOS AND CIGS CAUGHT UP TO HER  @SingleGayLife How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥"
274202773858435073,HoesLoveSerge,"#Swag RT @Creoleian Talked about cartels, Area 51, the government, & the world ending next month for a hour straight haha."
274202752094191616,Kevin_Franco_,"Ya empezó Lilo & Stitch en el 13 #YOLO #SWAG #ShakeThat."
274202750907199488,beret96,"DZIEWCZĘTA ZAPRASZAM #inland #skipper #motorboat #yahting #swag #like4like #follow4follow #certificate #pate http://t.co/ZrcNt0ZH"
274202736915001344,DJPREPAID,"Licking the peanut butter off a knife is the closest I get to living wild and free. #Swag"
274202732586475521,De_Xone,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202732263514114,zairulkarma,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202721815494656,kaya_maya93,"RT @HighHeelsSophie: New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/aIDo35Cc"
274202710859997184,shaytylerrr,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202697220116480,FBAHCETUTKUDUR,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 7838"
274202693592023040,iamBOK29,"Bok is the name.💪👊👍 #white #jacket #boots #black #boy #yolo #cool #swag #throwbackthursday #iphone4s #iphone http://t.co/WMBz5Ghr"
274202692241473536,Im_TheFireball,"RT @ceezyy: hum, yeah.#friend #fun #love #instafriend #instagram #fun #cold #swag👊 http://t.co/McLFCPJ2"
274202692048523264,MauricioPaint,"#Friends #Party #Night #Show #Boys #Style #Pagode #Pixote #Live #Cool #Swaggie #SWAG #Festival http://t.co/4UiArJBp"
274202637296082944,shoesandheels_,"New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/r00DuDhx"
274202627460448256,ClarkForce,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202619315105793,DrewVistaa,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202613124313089,Im_TheFireball,"RT @ceezyy: W/ nailat. #friend #instafriend #instagram #instapic #indtacollage #fun #cold #swag #vans 👊 http://t.co/OeyAcvVn"
274202612398714881,LouShoesAddict,"New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/KY1C6ny1"
274202606375669760,info_bisnis22,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 9499"
274202599199219712,heels_fashion,"New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/vVhXSr0n"
274202591817244673,HighHeelsSophie,"New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/aIDo35Cc"
274202591586570240,joegsm,"RT @SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202590609281024,ShoesBeautiful,"New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/fkPhRTYC"
274202589795594240,ILoveSh03S,"New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/JuQtsD5g"
274202587908173824,HighHeelsRocks,"New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/aaLGRfho"
274202587660693504,Heels_addict,"New High heels pic  #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress... http://t.co/G5w5safz"
274202566005510144,EmilPasini,"@WOWFactsOfLife: Eating dark chocolate can reduce stress.” @J_Kuch24 good man. #swag"
274202547001106434,Artyanasution,"cheria theodora #bff #girls #swag http://t.co/3HSjsBNg"
274202543079440384,NC_Most_WANTED,"Broke nigga shit broke nigga shit broke nigga shit everyday I'm counting lint. #swag #swag"
274202533772263424,Shmalex93,"RT @TylerHasalot: I feel like saying swag a lot today just to piss everybody off #swagswagswag #swag"
274202533352857600,nbsndbahsd,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 39938"
274202529875779584,P_Eddiee,"I miss this... Sometimes 😃 @megancush #SWAG 👑💍 http://t.co/Mqifhm2t"
274202506874208257,ogalfn,"RT @PleaseFollowUs9: We Give Away Shoutouts! ✔Get your own Shoutout by Liking Our Facebook Page http://t.co/g4idgklO✔ #FF #Swag #TXF #RT ✳"
274202503883677697,Diener10,"Had a half day today, just chillin for the day #swag"
274202493850906624,JStadhouders,"In de trein #swag #yolo4life"
274202476117368832,Cody_Shell7,"@remadelle most classy people here! #swag"
274202472875167744,TopBackSnapback,"Just got done painting them #hellokitty #pink #love #swag #dope #fresh #girls #girlswithswag http://t.co/VHBCS8Ge"
274202457293324289,HairieMckenzie,"@SingleGayLife: How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥”"
274202437710147584,Andrew_B123,"#SWAG MOTHER FUCKER"
274202435839483904,simplybentley,"@justneedmusiic: Boy told the teacher I didn't do your work cause I was playing call of duty #really” #swag"
274202427987730433,KrooklynzFinest,"#christmas #tree #treelighting #squadup #redcupcrew #swag @aoberry17 @b_rascal14 @chelsealyo @ Rocafella Cen http://t.co/WX0eZj0z"
274202422673547265,dinofries,"My prize for playing Jeopardy in writing class #swag http://t.co/L4fykp3H"
274202415681650690,SingleGayLife,"How HOT does Britney look in the Scream & Shout video? #swag #hotmomma 🔥🔥🔥"
274202365836533760,RitaSunderland,"In #swag bag for #celebrity. As seen at #ama2012 http://t.co/j3Oa9z8V  Click to see ) Thank you #theartisangroup for RT and opportunity"
274202360996298753,KingEder23,"@Ten_NailCEO: @AlexDamnBecerra It's Twin Thursday? #swag http://t.co/Ls4iLs6D” lol"
274202338485473280,dirty_free,"#swag жирная фотка!!!! http://t.co/e5UpjuG4"
274202324455530496,chasey_bruh,"Lunch break #swag"
274202302171197440,Stevo16Donnelly,"@LaurenEllaBurke Not feelin well? That's strange, 'cause you're lookin well ;) #swag"
274202300803850240,AnisaDianaN,"RT @PleaseFollowUs9: We Give Away Shoutouts! ✔Get your own Shoutout by Liking Our Facebook Page http://t.co/g4idgklO✔ #FF #Swag #TXF #RT ✳"
274202297901391872,0liver94,";@officialtulisa aren't you that porn star with the pink tracksuit and randomly flops her tit out? #swag"
274202297108676608,_N_OAH,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 3904"
274202293430276096,beeliiieberr,"#Swag"
274202284139876352,zlogue94,"GOT MY IPOD BACK. FUCK YEAH #swag"
274202279874277376,FFlocka,"RT @DaReal_Swaggy: Can't Wait To Have My 1st Child Cuz I'm Putting A Flat Screen In Their Crib #Swag Please Don't Bite Off My Idea LoL"
274202264082722816,xKleineRenee,"#zwartepiet #sinterklaas #gold #swag #love #little #kids #short #sprundel http://t.co/vjJVmuNl"
274202248920317952,Semm_13,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 77209"
274202247620091904,Gibran_Kece,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 6797"
274202240909189120,DJNastyNBM,"RT @CES_EVANS: #sundayfunday #bluemartiniorlando #best #djs in Orlando #class #style #swag .. c http://t.co/EpzEVVyY"
274202230691880962,kellyrollin2,"I need more baggy ghetto sweatpants #swag #comfortable ..not so feminine buuuuut #idgaf"
274202221569245184,Bumbleheart,"RT @IHateRedCheese: @notsomuchgreat oh no, I'm not on a Ke$ha level #Swag yet..."
274202214946467844,obama_jesus,"RT @RomneySatan: @obama_jesus #Yesh #I #Duz #LIfT #YOLO #SWAG"
274202204003508224,FerminBarbosa,"RT @_ashlizzle: I got an A on my analysis essay I wrote the night before #swag =Students With Awesome Grades (;"
274202191957483520,styles_belieber,"RT @DaBiebahSmile: RT and I'll rate your account #Swag"
274202182709043200,KendalBindle,"Coloring for history. Brings back HS memories with Mr. Keys 🐢 #swag"
274202139524493312,DaReal_Swaggy,"Can't Wait To Have My 1st Child Cuz I'm Putting A Flat Screen In Their Crib #Swag Please Don't Bite Off My Idea LoL"
274202134029934592,MandyDenomme,"Car rides to bowling practice #ohdear #swag http://t.co/RLs1WBcd"
274202107991695360,SabrinaAmaDiego,"RT @diegothug: Gravando #Swag na época da gravação do #Corporação http://t.co/6KZEP5fG"
274202105655480320,Kreeeepsta,"This badass has two brief cases #swag"
274202103247953920,MelodySolomon6,"SWAGi got some friends joining me on stage tonight for the Rockefeller Tree Lighting on NBC so make sure to watch. BIG SURPRISES. #SWAG"
274202095383625728,ceezyy,"W/ nailat. #friend #instafriend #instagram #instapic #indtacollage #fun #cold #swag #vans 👊 http://t.co/OeyAcvVn"
274202086202306560,AuriabelleG,"J'ai acheté un manteau jaune. #swag"
274202079868895233,monica_hudson,"#swag #picturewar @spradley_alissa http://t.co/D3eKuVGz"
274202077020971008,_ashlizzle,"I got an A on my analysis essay I wrote the night before #swag =Students With Awesome Grades (;"
274202067814465536,kirstenkellz,"#sexyandiknowit #butterfly #hairclip #fashion #swag http://t.co/62XGlDeH"
274202033198882816,_maribarnabe,"RT @PoneiDaDemi_: #friends #happy #brazil #beautiful #bestoftheday #cool #cute #l4l #like #lol #love #good #fun #swag #day #to http://t.co/Ga1k5gWe"
274202019328299010,makerauhlbelieb,"RT @DaBiebahSmile: RT and I'll rate your account #Swag"
274202018502045696,ThaFamilyJulez,"@SuzieN #SWAG"
274202003666788352,JFryeBSwaggin22,"http://t.co/TVh2v0sD ""Money and Fame "" feat. @TrillaB #22Nation #teamfollowback #100aday #swag #hiphop #followngain #instantfollowback #MMG"
274201967809662976,AlexDamnBecerra,"RT @Ten_NailCEO: @AlexDamnBecerra It's Twin Thursday? #swag http://t.co/YlwthJeM"
274201955054796800,aaycakorkmaz,"RT @DaBiebahSmile: RT and I'll rate your account #Swag"
274201954484367362,iam_crisha,"@shab7st"" #SWAG"
274201951338651648,AdjokahBeats,"Anthony heeft haar gwn gefixed #SWAG"
274201935660335104,IsabellaLarka,"Look pon mi bling👌 #truereligion #jeans #brand #newera #bikbok #outfit #swag #swedishgirl #b @ Zumba Mansion http://t.co/A93ccR1h"
274201935031189504,jhoffcoolcat_9,"#tbt @apletchh killin it on tr field #swag http://t.co/OWtBN2cn"
274201912398712832,RomneySatan,"@obama_jesus #Yesh #I #Duz #LIfT #YOLO #SWAG"
274201890080829442,MrDarqCloud,"RT @ChristinaSYKO: #Repost from @PBee_andyall_J ! #tbt  with me and @MrDarqCloud and his Batman tie! #swag http://t.co/W1F8ccWg"
274201877128826881,SteezasaurusRex,"I just went through some dudes followers list. He has 7,500+ people. Two verified. Hahahaha. I have like 99 with 4 or 5 verified. Haha #SWAG"
274201847517036544,MrsBieberBabeCJ,"@justinbieber  I LOVE YOU SO MUCH! Please follow me ! #GERMANBELIEBERS #SWAG"
274201844086091776,PleaseFollowUs9,"We Give Away Shoutouts! ✔Get your own Shoutout by Liking Our Facebook Page http://t.co/g4idgklO✔ #FF #Swag #TXF #RT ✳"
274201833826832384,heverdasgirls,"#me #like #swag #snapback #headphones #reamer #nigga #instagood http://t.co/ajPZAM8g"
274201818987372544,infernalexile,"#SWAG"
274201818572152832,HHSPromo,"RT @Rapnerd1: S/o to @GotHipHopSwagga holdin it down for indie artist much respect I like how y'all keep shit fresh & on point #SWAG"
274201817871679488,Ten_NailCEO,"@AlexDamnBecerra It's Twin Thursday? #swag http://t.co/YlwthJeM"
274201805704032256,AmberCouture09,"brianbees: manuponman: Breezy!! #SWAGThis outfit is very me http://t.co/4sxWw7cT"
274201803556540417,xczhjsdhjsda,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 12019"
274201803384565760,DaBiebahSmile,"RT and I'll rate your account #Swag"
274201795390218240,BrendaSaysHaii,"RT @brianjrdz: Hahahah, #drummers #drums #bands #love #cool #style #swag #lol #best #girlfriend #badass http://t.co/293GOm9y"
274201789459488768,cncn0910,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 25961"
274201767686836224,TGang47,"#homeroom #swag #favoritehomeroom #friends http://t.co/dGn0d7Hb"
274201759906410496,apet_pasquale,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 75381"
274201754537689088,d_lopes21,"#BondeDaStronada - #Swag"
274201745624805378,BLUELABELVODKA,"I ❤ Vodka Tank #love #cute #instagood #me #photooftheday #girl #tank #summer #fashion #swag #blue #alcohol # http://t.co/4nbcPND9"
274201742286143488,Samhy10,"#swag"
274201737999552512,heeey_kisaa,"RT @DiZiSquare: #ДАВАЙДОСВИДАНИЯ #КонцертТимати HOT #SWAG"
274201734413430784,_N_OAH,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 19086"
274201730856673280,Kociarax,"@WeLoveFredo #lol I'm from Poland... #swag"
274201729577406465,PaulaSorina,"Okya hi. #selfie #poop #omg #hashtag #instagram #hashtageverything #swag #yolo #cats #loltheresnocat #justma http://t.co/RbVqsTNL"
274201714012348416,universsun,"RT @TeamFollowWacky: Ｒｅｔｗｅｅｔ Ｉｆ Ｙｏｕ Ｗａｎｔ Ｆｏｌｌｏｗｅｒｓ #TeamFollowBack #TeamFollowWacky #500ADay #FollowFriday #FF #TFB #FollowNGain #swag (must be following me)"
274201695616126976,CentralBDS,"RT @diegothug: Gravando #Swag na época da gravação do #Corporação http://t.co/6KZEP5fG"
274201693191823360,ALIBI_CLUB,"RT @Charlie_Hopeman: Кайфую от сегодняшнего вида сцены! #scene #jazz #alibi #club #msk #moscow #swag #piano http://t.co/oSlcFLW1"
274201685746937857,ErikaFrantzve,"#tbt loveeee the amazing @jeanniemai and our arm #swag. Miss you! Hope you're doing well #nbc #FashionHost http://t.co/xXqov1EY"
274201678293630976,Shelby_staycakn,"@LizHarris12 is rocking the Converse two days in a row #swag"
274201673038180352,chaoticmonkey,"I HATE RANDY NEWMAN SO MUCH #swag #disappointed #yolo #randynewman #idiot #jackass #madtv"
274201663965917184,BNicole34,"Hey @HolstonYoke this was on a shirt at Walmart #Swag http://t.co/296mlWRl"
274201658249052160,mcgeedhegd,"SwagEsse Snoop Dogg tem mesmo Muito #Swag"
274201612245934080,RealGarrett,"#swag RT @SassyAssDae sudden urge to be reckless this weekend 😈"
274201608886296576,BA_Da_Native,"My first #tbt #huddie #black and #white #adidas #shirt #coolin #swag #necklace #short #mohawk #fit @ Exit 90 http://t.co/kApkENRo"
274201605321129984,lollilindsaypop,"#phideltaepsilon #swag http://t.co/iGEmw6XK"
274201592507551744,VTishenkova,"Будь спокойна, моя любовь, я никому тебя не отдам! #me #my #love #lovely #best #friend #friends #sweet #swag http://t.co/Wh8S6r0W"
274201562673451008,LaylaHoldway,"RT @toughlovemusic: Nu Tee sent to me from laska #laska #djgarms #swag #oversize #tee #toughlove http://t.co/Qsub5c7L"
274201553529876480,darinkasierra,"RT @elirascon: @VicOropeza jajajaja. Voy a cancun mañana #niggasinparis. No hice mi tarea #swag. Estoy enferma #yolo."
274201536463253504,RealTravisC,"RT @HoesLoveSerge: #Swag RT @RealTravisC Blank"
274201535909621760,ortizismael,"#swag😏 http://t.co/MiK41XOL"
274201535330779137,moran_levy,"♥ #me #summer #winter #night #day #morning #instadaily #instamood #tattoo #swag #selfie #l4l #f4f #like #lik http://t.co/lMonjkBK"
274201516452216833,childy45,"#tbt #baseballflow #swag my man brad back when he was knee high to a duck. http://t.co/YNIy0UpI"
274201516087336960,KarenLavine15,"#Bobs #milkshake #today #delicius #goodd #eat #drink #sweet #riodejaneiro #brazil #girl #me #Belieber #swag http://t.co/nX7txLeR"
274201513486860289,SUPERhighSTACEY,"koncrete-black: #Killuminati #FuckIlluminati #2Pac #beautiful #dope #swag http://t.co/KQPQlabk"
274201499544977409,Medbh_Henry,"@emily__mclean HAHAHAHAHA #ACE Too bad they don't have #SWAG :(:(:("
274201497976311809,_BeezyMontana,"Yeah I Made This #SWAG http://t.co/RtYJe4dD"
274201493459042304,LordJazer,"Hopped out of the bed, turned my swag on.... #icantbelieveimtweetingthis #swag #whoop #lol"
274201491802320896,purpleish_music,"RT @Bo_Osie2kinKy: @purpleish_music Noooo not the hair store flats with the socks rotfl”#swag"
274201490829242369,PoppyTrussell,"@Conmanest Ah jaysus that badge would have looked #SWAG on your hat.."
274201485208866816,HoesLoveSerge,"#Swag RT @RealTravisC Blank"
274201483015225344,TomWillyMc,"RT @SkipperWalsh: @TomWillyMc @Grutherford95 ""Hello my name is Swag"" #swag #YOLO #Hashtag"
274201460693151744,rbccjh,"I ONLY STAN FOR CARA DELEVINGNE #DELEVINGNER #1DIRECTION #SWAG #PUPPIES"
274201449381126144,michael_hornsby,"#throwbackthursday #swag http://t.co/2qUG2OdK"
274201424299171840,NOtyme_jstSWAGG,"Me and @OnlyOne_MEagan gettin in our zone for the game today.  #swag #Cheerleader #Cheeruniform #cute #Hono http://t.co/NVxDjkr7"
274201422956986371,Anouchka83,"RT @Richivan2012: PROMO #richivan : -40% ALL COLLECTION #tshirt #sweat #swag 1 to 25 dec. http://t.co/fQHDY2Hl #keepintouch http://t.co/1oA4Nw7F"
274201406494371840,macchu69,"RT @HoesLoveSerge: #Swag RT @macchu69 I might fuck today. Who has condoms"
274201396964888576,mattwarman9,"Out tonight chino's purple ralphy polo purple ralphy shoes #swag #reem #standard"
274201352069083136,coleee12,"@LexieSedaker #swag"
274201335136669699,Charlie_Hopeman,"Кайфую от сегодняшнего вида сцены! #scene #jazz #alibi #club #msk #moscow #swag #piano http://t.co/oSlcFLW1"
274201331630239745,HoesLoveSerge,"#Swag RT @macchu69 I might fuck today. Who has condoms"
274201324747370496,Cjimen13,"@cornwalliz #SWAG"
274201323627499520,Richivan2012,"PROMO #richivan : -40% ALL COLLECTION #tshirt #sweat #swag 1 to 25 dec. http://t.co/fQHDY2Hl #keepintouch http://t.co/1oA4Nw7F"
274201304962842625,KaY_Abstract,"RT @JaxxtheArt: Tonight at 19:30,  @Goodfolx has something to drop for you guys... #swag"
274201295857016834,VanteSoWavy,"Watchin Die Hard 2. Only one I haven't Seen. #Swag"
274201281952899072,SashaGavrilov,"#swag http://t.co/8BvpBbHQ"
274201270229811201,itsSTRID,"Green flared sweat pants... a red trench coat with gold buttons and a belt.... tan coach shoes... and a blond bun #swag"
274201229658320896,HAJIMICHAEL,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 12198"
274201226902650881,vincenzoculotta,"Some guy is wearing glasses while using one of the libraries computers #swag"
274201226449653762,IzzyvH,"Omg 16000 tweet #yolo #swag"
274201222645415936,FabulousJulio,"YMCMB shirt today #swag #swerve #spreadthepeace  #yolo #fuckhaterz http://t.co/8H5TsZSK"
274201207915044864,wearetripler,"#SWAG MIXTAPE para ir esquentando...+infos e nome na lista aqui -> https://t.co/FJLXH3EI http://t.co/YXMo8aY9"
274201187945967616,_N_OAH,"Try application #aoret2.tk to add followers,retweets,favorites #FollowMe #InstantFollow #Openfollow #F4F #jfb #TFB #swag #FF 8990"
274201170715762689,ericaj908,"@TaylorHartery28 IMMA MAN. #swag #itsaguything #shouldagotapicture"
274201159797972992,Bo_Osie2kinKy,"@purpleish_music Noooo not the hair store flats with the socks rotfl”#swag"
274201154924208128,Nanapupo_,"RT @PoneiDaDemi_: #friends #happy #brazil #beautiful #bestoftheday #cool #cute #l4l #like #lol #love #good #fun #swag #day #to http://t.co/Ga1k5gWe"
274201136527970307,Luluugah,"To be or not to be late. That isnt even a question for me. #swag #retard #laviecestdur"
274201115871027203,KAMI52,"Photo: Scream & Shout feat.BritneySpears - http://t.co/w2RYpN95 #nowplaying #swag @iamwill http://t.co/VlJGFYkB"
